From	To	Species	Gene Name
54886	PLPPR1	Homo sapiens	phospholipid phosphatase related 1(PLPPR1)
885	CCK	Homo sapiens	cholecystokinin(CCK)
886	CCKAR	Homo sapiens	cholecystokinin A receptor(CCKAR)
54884	RETSAT	Homo sapiens	retinol saturase(RETSAT)
887	CCKBR	Homo sapiens	cholecystokinin B receptor(CCKBR)
54883	CWC25	Homo sapiens	CWC25 spliceosome associated protein homolog(CWC25)
6513	SLC2A1	Homo sapiens	solute carrier family 2 member 1(SLC2A1)
6512	SLC1A7	Homo sapiens	solute carrier family 1 member 7(SLC1A7)
54888	NSUN2	Homo sapiens	NOP2/Sun RNA methyltransferase family member 2(NSUN2)
6515	SLC2A3	Homo sapiens	solute carrier family 2 member 3(SLC2A3)
7846	TUBA1A	Homo sapiens	tubulin alpha 1a(TUBA1A)
219409	GSX1	Homo sapiens	GS homeobox 1(GSX1)
6518	slc2a5	Homo sapiens	solute carrier family 2 member 5(SLC2A5)
7849	PAX8	Homo sapiens	paired box 8(PAX8)
6531	SLC6A3	Homo sapiens	solute carrier family 6 member 3(SLC6A3)
7862	BRPF1	Homo sapiens	bromodomain and PHD finger containing 1(BRPF1)
6530	SLC6A2	Homo sapiens	solute carrier family 6 member 2(SLC6A2)
64211	LHX5	Homo sapiens	LIM homeobox 5(LHX5)
5201	PFDN1	Homo sapiens	prefoldin subunit 1(PFDN1)
5202	PFDN2	Homo sapiens	prefoldin subunit 2(PFDN2)
6532	SLC6A4	Homo sapiens	solute carrier family 6 member 4(SLC6A4)
727800	RNF208	Homo sapiens	ring finger protein 208(RNF208)
64216	TFB2M	Homo sapiens	transcription factor B2, mitochondrial(TFB2M)
64215	DNAJC1	Homo sapiens	DnaJ heat shock protein family (Hsp40) member C1(DNAJC1)
64218	SEMA4A	Homo sapiens	semaphorin 4A(SEMA4A)
23787	MTCH1	Homo sapiens	mitochondrial carrier 1(MTCH1)
23788	MTCH2	Homo sapiens	mitochondrial carrier 2(MTCH2)
890	CCNA2	Homo sapiens	cyclin A2(CCNA2)
891	CCNB1	Homo sapiens	cyclin B1(CCNB1)
54893	MTMR10	Homo sapiens	myotubularin related protein 10(MTMR10)
892	CCNC	Homo sapiens	cyclin C(CCNC)
54892	NCAPG2	Homo sapiens	non-SMC condensin II complex subunit G2(NCAPG2)
54890	ALKBH5	Homo sapiens	alkB homolog 5, RNA demethylase(ALKBH5)
54897	CASZ1	Homo sapiens	castor zinc finger 1(CASZ1)
896	CCND3	Homo sapiens	cyclin D3(CCND3)
116511	MAS1L	Homo sapiens	MAS1 proto-oncogene like, G protein-coupled receptor(MAS1L)
898	CCNE1	Homo sapiens	cyclin E1(CCNE1)
54894	RNF43	Homo sapiens	ring finger protein 43(RNF43)
899	CCNF	Homo sapiens	cyclin F(CCNF)
6524	SLC5A2	Homo sapiens	solute carrier family 5 member 2(SLC5A2)
7855	FZD5	Homo sapiens	frizzled class receptor 5(FZD5)
10472	zbtb18	Homo sapiens	zinc finger and BTB domain containing 18(ZBTB18)
54899	PXK	Homo sapiens	PX domain containing serine/threonine kinase like(PXK)
6526	SLC5A3	Homo sapiens	solute carrier family 5 member 3(SLC5A3)
7857	SCG2	Homo sapiens	secretogranin II(SCG2)
10475	TRIM38	Homo sapiens	tripartite motif containing 38(TRIM38)
54898	ELOVL2	Homo sapiens	ELOVL fatty acid elongase 2(ELOVL2)
6528	slc5a5	Homo sapiens	solute carrier family 5 member 5(SLC5A5)
10477	UBE2E3	Homo sapiens	ubiquitin conjugating enzyme E2 E3(UBE2E3)
10476	ATP5H	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit D(ATP5H)
10479	SLC9A6	Homo sapiens	solute carrier family 9 member A6(SLC9A6)
10478	SLC25A17	Homo sapiens	solute carrier family 25 member 17(SLC25A17)
6540	SLC6A13	Homo sapiens	solute carrier family 6 member 13(SLC6A13)
7871	SLMAP	Homo sapiens	sarcolemma associated protein(SLMAP)
64221	ROBO3	Homo sapiens	roundabout guidance receptor 3(ROBO3)
64220	STRA6	Homo sapiens	stimulated by retinoic acid 6(STRA6)
5210	PFKFB4	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4(PFKFB4)
7873	MANF	Homo sapiens	mesencephalic astrocyte derived neurotrophic factor(MANF)
64223	MLST8	Homo sapiens	MTOR associated protein, LST8 homolog(MLST8)
5211	PFKL	Homo sapiens	phosphofructokinase, liver type(PFKL)
6541	SLC7A1	Homo sapiens	solute carrier family 7 member 1(SLC7A1)
10482	NXF1	Homo sapiens	nuclear RNA export factor 1(NXF1)
64225	ATL2	Homo sapiens	atlastin GTPase 2(ATL2)
6543	SLC8A2	Homo sapiens	solute carrier family 8 member A2(SLC8A2)
154810	AMOTL1	Homo sapiens	angiomotin like 1(AMOTL1)
7874	USP7	Homo sapiens	ubiquitin specific peptidase 7(USP7)
10481	HOXB13	Homo sapiens	homeobox B13(HOXB13)
94097	SFXN5	Homo sapiens	sideroflexin 5(SFXN5)
171389	NLRP6	Homo sapiens	NLR family pyrin domain containing 6(NLRP6)
5203	PFDN4	Homo sapiens	prefoldin subunit 4(PFDN4)
6535	SLC6A8	Homo sapiens	solute carrier family 6 member 8(SLC6A8)
10484	SEC23A	Homo sapiens	Sec23 homolog A, coat complex II component(SEC23A)
5204	PFDN5	Homo sapiens	prefoldin subunit 5(PFDN5)
6534	SLC6A7	Homo sapiens	solute carrier family 6 member 7(SLC6A7)
7867	MAPKAPK3	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 3(MAPKAPK3)
10485	C1orf61	Homo sapiens	chromosome 1 open reading frame 61(C1orf61)
5207	PFKFB1	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1(PFKFB1)
6539	SLC6A12	Homo sapiens	solute carrier family 6 member 12(SLC6A12)
5208	PFKFB2	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2(PFKFB2)
6538	SLC6A11	Homo sapiens	solute carrier family 6 member 11(SLC6A11)
7869	SEMA3B	Homo sapiens	semaphorin 3B(SEMA3B)
10487	CAP1	Homo sapiens	adenylate cyclase associated protein 1(CAP1)
5209	PFKFB3	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3(PFKFB3)
10489	LRRC41	Homo sapiens	leucine rich repeat containing 41(LRRC41)
23769	FLRT1	Homo sapiens	fibronectin leucine rich transmembrane protein 1(FLRT1)
7881	KCNAB1	Homo sapiens	potassium voltage-gated channel subfamily A member regulatory beta subunit 1(KCNAB1)
6553	SLC9A5	Homo sapiens	solute carrier family 9 member A5(SLC9A5)
7884	SLBP	Homo sapiens	stem-loop binding protein(SLBP)
128553	TSHZ2	Homo sapiens	teashirt zinc finger homeobox 2(TSHZ2)
5223	PGAM1	Homo sapiens	phosphoglycerate mutase 1(PGAM1)
90523	MLIP	Homo sapiens	muscular LMNA interacting protein(MLIP)
91851	CHRDL1	Homo sapiens	chordin like 1(CHRDL1)
64236	PDLIM2	Homo sapiens	PDZ and LIM domain 2(PDLIM2)
5224	PGAM2	Homo sapiens	phosphoglycerate mutase 2(PGAM2)
6554	SLC10A1	Homo sapiens	solute carrier family 10 member 1(SLC10A1)
286205	SCAI	Homo sapiens	suppressor of cancer cell invasion(SCAI)
90522	YIF1B	Homo sapiens	Yip1 interacting factor homolog B, membrane trafficking protein(YIF1B)
286207	CFAP157	Homo sapiens	cilia and flagella associated protein 157(CFAP157)
23764	MAFF	Homo sapiens	MAF bZIP transcription factor F(MAFF)
23765	IL17RA	Homo sapiens	interleukin 17 receptor A(IL17RA)
23767	FLRT3	Homo sapiens	fibronectin leucine rich transmembrane protein 3(FLRT3)
10459	MAD2L2	Homo sapiens	MAD2 mitotic arrest deficient-like 2 (yeast)(MAD2L2)
10458	BAIAP2	Homo sapiens	BAI1 associated protein 2(BAIAP2)
146378	C16orf92	Homo sapiens	chromosome 16 open reading frame 92(C16orf92)
5214	PFKP	Homo sapiens	phosphofructokinase, platelet(PFKP)
6546	SLC8A1	Homo sapiens	solute carrier family 8 member A1(SLC8A1)
6545	SLC7A4	Homo sapiens	solute carrier family 7 member 4(SLC7A4)
10450	PPIE	Homo sapiens	peptidylprolyl isomerase E(PPIE)
6548	SLC9A1	Homo sapiens	solute carrier family 9 member A1(SLC9A1)
5217	PFN2	Homo sapiens	profilin 2(PFN2)
6547	SLC8A3	Homo sapiens	solute carrier family 8 member A3(SLC8A3)
10452	TOMM40	Homo sapiens	translocase of outer mitochondrial membrane 40(TOMM40)
10455	ECI2	Homo sapiens	enoyl-CoA delta isomerase 2(ECI2)
158376	LINC00961	Homo sapiens	long intergenic non-protein coding RNA 961(LINC00961)
6549	SLC9A2	Homo sapiens	solute carrier family 9 member A2(SLC9A2)
10454	TAB1	Homo sapiens	TGF-beta activated kinase 1 (MAP3K7) binding protein 1(TAB1)
10456	HAX1	Homo sapiens	HCLS1 associated protein X-1(HAX1)
64241	ABCG8	Homo sapiens	ATP binding cassette subfamily G member 8(ABCG8)
64240	ABCG5	Homo sapiens	ATP binding cassette subfamily G member 5(ABCG5)
346389	MACC1	Homo sapiens	MACC1, MET transcriptional regulator(MACC1)
5230	PGK1	Homo sapiens	phosphoglycerate kinase 1(PGK1)
5232	PGK2	Homo sapiens	phosphoglycerate kinase 2(PGK2)
6564	SLC15A1	Homo sapiens	solute carrier family 15 member 1(SLC15A1)
6563	SLC14A1	Homo sapiens	solute carrier family 14 member 1 (Kidd blood group)(SLC14A1)
6566	SLC16A1	Homo sapiens	solute carrier family 16 member 1(SLC16A1)
10460	TACC3	Homo sapiens	transforming acidic coiled-coil containing protein 3(TACC3)
6565	SLC15A2	Homo sapiens	solute carrier family 15 member 2(SLC15A2)
23774	BRD1	Homo sapiens	bromodomain containing 1(BRD1)
146395	GSG1L	Homo sapiens	GSG1 like(GSG1L)
10469	TIMM44	Homo sapiens	translocase of inner mitochondrial membrane 44(TIMM44)
23770	FKBP8	Homo sapiens	FK506 binding protein 8(FKBP8)
5225	PGC	Homo sapiens	progastricsin(PGC)
6557	SLC12A1	Homo sapiens	solute carrier family 12 member 1(SLC12A1)
10462	CLEC10A	Homo sapiens	C-type lectin domain family 10 member A(CLEC10A)
5226	PGD	Homo sapiens	phosphogluconate dehydrogenase(PGD)
6556	SLC11A1	Homo sapiens	solute carrier family 11 member 1(SLC11A1)
6559	SLC12A3	Homo sapiens	solute carrier family 12 member 3(SLC12A3)
91833	WDR20	Homo sapiens	WD repeat domain 20(WDR20)
10464	PIBF1	Homo sapiens	progesterone immunomodulatory binding factor 1(PIBF1)
5228	PGF	Homo sapiens	placental growth factor(PGF)
10463	SLC30A9	Homo sapiens	solute carrier family 30 member 9(SLC30A9)
10466	COG5	Homo sapiens	component of oligomeric golgi complex 5(COG5)
10465	PPIH	Homo sapiens	peptidylprolyl isomerase H(PPIH)
10468	FST	Homo sapiens	follistatin(FST)
10467	ZNHIT1	Homo sapiens	zinc finger HIT-type containing 1(ZNHIT1)
6571	SLC18A2	Homo sapiens	solute carrier family 18 member A2(SLC18A2)
23746	AIPL1	Homo sapiens	aryl hydrocarbon receptor interacting protein like 1(AIPL1)
6570	SLC18A1	Homo sapiens	solute carrier family 18 member A1(SLC18A1)
5241	PGR	Homo sapiens	progesterone receptor(PGR)
6573	SLC19A1	Homo sapiens	solute carrier family 19 member 1(SLC19A1)
6572	SLC18A3	Homo sapiens	solute carrier family 18 member A3(SLC18A3)
5243	ABCB1	Homo sapiens	ATP binding cassette subfamily B member 1(ABCB1)
5244	ABCB4	Homo sapiens	ATP binding cassette subfamily B member 4(ABCB4)
5245	PHB	Homo sapiens	prohibitin(PHB)
6576	SLC25A1	Homo sapiens	solute carrier family 25 member 1(SLC25A1)
23741	EID1	Homo sapiens	EP300 interacting inhibitor of differentiation 1(EID1)
23742	NPAP1	Homo sapiens	nuclear pore associated protein 1(NPAP1)
169044	COL22A1	Homo sapiens	collagen type XXII alpha 1 chain(COL22A1)
23743	BHMT2	Homo sapiens	betaine--homocysteine S-methyltransferase 2(BHMT2)
10436	EMG1	Homo sapiens	EMG1, N1-specific pseudouridine methyltransferase(EMG1)
10439	OLFM1	Homo sapiens	olfactomedin 1(OLFM1)
5236	PGM1	Homo sapiens	phosphoglucomutase 1(PGM1)
6567	SLC16A2	Homo sapiens	solute carrier family 16 member 2(SLC16A2)
91869	RFT1	Homo sapiens	RFT1 homolog(RFT1)
5238	PGM3	Homo sapiens	phosphoglucomutase 3(PGM3)
5239	PGM5	Homo sapiens	phosphoglucomutase 5(PGM5)
6569	SLC34A1	Homo sapiens	solute carrier family 34 member 1(SLC34A1)
10432	RBM14	Homo sapiens	RNA binding motif protein 14(RBM14)
10435	CDC42EP2	Homo sapiens	CDC42 effector protein 2(CDC42EP2)
10434	LYPLA1	Homo sapiens	lysophospholipase I(LYPLA1)
5250	SLC25A3	Homo sapiens	solute carrier family 25 member 3(SLC25A3)
5251	PHEX	Homo sapiens	phosphate regulating endopeptidase homolog, X-linked(PHEX)
6581	SLC22A3	Homo sapiens	solute carrier family 22 member 3(SLC22A3)
5252	PHF1	Homo sapiens	PHD finger protein 1(PHF1)
6584	slc22a5	Homo sapiens	solute carrier family 22 member 5(SLC22A5)
23759	PPIL2	Homo sapiens	peptidylprolyl isomerase like 2(PPIL2)
5253	PHF2	Homo sapiens	PHD finger protein 2(PHF2)
6583	SLC22A4	Homo sapiens	solute carrier family 22 member 4(SLC22A4)
6586	SLIT3	Homo sapiens	slit guidance ligand 3(SLIT3)
5255	PHKA1	Homo sapiens	phosphorylase kinase regulatory subunit alpha 1(PHKA1)
6585	SLIT1	Homo sapiens	slit guidance ligand 1(SLIT1)
6588	SLN	Homo sapiens	sarcolipin(SLN)
91862	MARVELD3	Homo sapiens	MARVEL domain containing 3(MARVELD3)
5257	PHKB	Homo sapiens	phosphorylase kinase regulatory subunit beta(PHKB)
116535	MRGPRF	Homo sapiens	MAS related GPR family member F(MRGPRF)
220441	RNF152	Homo sapiens	ring finger protein 152(RNF152)
23753	SDF2L1	Homo sapiens	stromal cell derived factor 2 like 1(SDF2L1)
6580	SLC22A1	Homo sapiens	solute carrier family 22 member 1(SLC22A1)
10447	FAM3C	Homo sapiens	family with sequence similarity 3 member C(FAM3C)
10449	ACAA2	Homo sapiens	acetyl-CoA acyltransferase 2(ACAA2)
116541	MRPL54	Homo sapiens	mitochondrial ribosomal protein L54(MRPL54)
10440	TIMM17A	Homo sapiens	translocase of inner mitochondrial membrane 17 homolog A (yeast)(TIMM17A)
6578	SLCO2A1	Homo sapiens	solute carrier organic anion transporter family member 2A1(SLCO2A1)
90527	DUOXA1	Homo sapiens	dual oxidase maturation factor 1(DUOXA1)
10444	ZER1	Homo sapiens	zyg-11 related cell cycle regulator(ZER1)
10443	N4BP2L2	Homo sapiens	NEDD4 binding protein 2 like 2(N4BP2L2)
5261	PHKG2	Homo sapiens	phosphorylase kinase catalytic subunit gamma 2(PHKG2)
94005	PIGS	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class S(PIGS)
6595	SMARCA2	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2(SMARCA2)
5264	PHYH	Homo sapiens	phytanoyl-CoA 2-hydroxylase(PHYH)
5265	serpina1	Homo sapiens	serpin family A member 1(SERPINA1)
6597	SMARCA4	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4(SMARCA4)
30817	ADGRE2	Homo sapiens	adhesion G protein-coupled receptor E2(ADGRE2)
5266	PI3	Homo sapiens	peptidase inhibitor 3(PI3)
6596	HLTF	Homo sapiens	helicase like transcription factor(HLTF)
5267	SERPINA4	Homo sapiens	serpin family A member 4(SERPINA4)
6599	SMARCC1	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1(SMARCC1)
5268	SERPINB5	Homo sapiens	serpin family B member 5(SERPINB5)
6598	SMARCB1	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(SMARCB1)
30818	KCNIP3	Homo sapiens	potassium voltage-gated channel interacting protein 3(KCNIP3)
6591	SNAI2	Homo sapiens	snail family transcriptional repressor 2(SNAI2)
57062	DDX24	Homo sapiens	DEAD-box helicase 24(DDX24)
5260	PHKG1	Homo sapiens	phosphorylase kinase catalytic subunit gamma 1(PHKG1)
6590	SLPI	Homo sapiens	secretory leukocyte peptidase inhibitor(SLPI)
116496	FAM129A	Homo sapiens	family with sequence similarity 129 member A(FAM129A)
139135	PASD1	Homo sapiens	PAS domain containing 1(PASD1)
84684	INSM2	Homo sapiens	INSM transcriptional repressor 2(INSM2)
5272	SERPINB9	Homo sapiens	serpin family B member 9(SERPINB9)
5273	SERPINB10	Homo sapiens	serpin family B member 10(SERPINB10)
5274	SERPINI1	Homo sapiens	serpin family I member 1(SERPINI1)
5275	SERPINB13	Homo sapiens	serpin family B member 13(SERPINB13)
5276	SERPINI2	Homo sapiens	serpin family I member 2(SERPINI2)
5277	PIGA	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class A(PIGA)
154754	PRSS3P2	Homo sapiens	protease, serine 3 pseudogene 2(PRSS3P2)
5279	PIGC	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class C(PIGC)
5270	SERPINE2	Homo sapiens	serpin family E member 2(SERPINE2)
84679	SLC9A7	Homo sapiens	solute carrier family 9 member A7(SLC9A7)
256435	ST6GALNAC3	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3(ST6GALNAC3)
5269	SERPINB6	Homo sapiens	serpin family B member 6(SERPINB6)
54802	TRIT1	Homo sapiens	tRNA isopentenyltransferase 1(TRIT1)
30813	vsx1	Homo sapiens	visual system homeobox 1(VSX1)
84671	znf347	Homo sapiens	zinc finger protein 347(ZNF347)
54801	HAUS6	Homo sapiens	HAUS augmin like complex subunit 6(HAUS6)
54800	KLHL24	Homo sapiens	kelch like family member 24(KLHL24)
30815	ST6GALNAC6	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6(ST6GALNAC6)
54806	AHI1	Homo sapiens	Abelson helper integration site 1(AHI1)
5284	PIGR	Homo sapiens	polymeric immunoglobulin receptor(PIGR)
5286	PIK3C2A	Homo sapiens	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha(PIK3C2A)
94025	MUC16	Homo sapiens	mucin 16, cell surface associated(MUC16)
5287	PIK3C2B	Homo sapiens	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta(PIK3C2B)
5288	PIK3C2G	Homo sapiens	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma(PIK3C2G)
5289	PIK3C3	Homo sapiens	phosphatidylinositol 3-kinase catalytic subunit type 3(PIK3C3)
29802	VPREB3	Homo sapiens	pre-B lymphocyte 3(VPREB3)
57088	PLSCR4	Homo sapiens	phospholipid scramblase 4(PLSCR4)
127124	ATP6V1G3	Homo sapiens	ATPase H+ transporting V1 subunit G3(ATP6V1G3)
57089	ENTPD7	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 7(ENTPD7)
57082	KNL1	Homo sapiens	kinetochore scaffold 1(KNL1)
5281	PIGF	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class F(PIGF)
29803	REPIN1	Homo sapiens	replication initiator 1(REPIN1)
54814	QPCTL	Homo sapiens	glutaminyl-peptide cyclotransferase like(QPCTL)
5294	PIK3CG	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma(PIK3CG)
5295	PIK3R1	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)
5296	PIK3R2	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 2(PIK3R2)
57091	cass4	Homo sapiens	Cas scaffolding protein family member 4(CASS4)
5297	PI4KA	Homo sapiens	phosphatidylinositol 4-kinase alpha(PI4KA)
153443	SRFBP1	Homo sapiens	serum response factor binding protein 1(SRFBP1)
57099	AVEN	Homo sapiens	apoptosis and caspase activation inhibitor(AVEN)
166752	FREM3	Homo sapiens	FRAS1 related extracellular matrix 3(FREM3)
5291	pik3cb	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta(PIK3CB)
5292	PIM1	Homo sapiens	Pim-1 proto-oncogene, serine/threonine kinase(PIM1)
5293	PIK3CD	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
116461	tsen15	Homo sapiens	tRNA splicing endonuclease subunit 15(TSEN15)
54820	NDE1	Homo sapiens	nudE neurodevelopment protein 1(NDE1)
84696	ABHD1	Homo sapiens	abhydrolase domain containing 1(ABHD1)
84695	LOXL3	Homo sapiens	lysyl oxidase like 3(LOXL3)
54825	CDHR2	Homo sapiens	cadherin related family member 2(CDHR2)
130752	MDH1B	Homo sapiens	malate dehydrogenase 1B(MDH1B)
54831	BEST2	Homo sapiens	bestrophin 2(BEST2)
54830	NUP62CL	Homo sapiens	nucleoporin 62 C-terminal like(NUP62CL)
54832	VPS13C	Homo sapiens	vacuolar protein sorting 13 homolog C(VPS13C)
54839	LRRC49	Homo sapiens	leucine rich repeat containing 49(LRRC49)
83394	PITPNM3	Homo sapiens	PITPNM family member 3(PITPNM3)
94031	HTRA3	Homo sapiens	HtrA serine peptidase 3(HTRA3)
94032	CAMK2N2	Homo sapiens	calcium/calmodulin dependent protein kinase II inhibitor 2(CAMK2N2)
115196	ZNF554	Homo sapiens	zinc finger protein 554(ZNF554)
54842	MFSD6	Homo sapiens	major facilitator superfamily domain containing 6(MFSD6)
54840	APTX	Homo sapiens	aprataxin(APTX)
54845	ESRP1	Homo sapiens	epithelial splicing regulatory protein 1(ESRP1)
54843	SYTL2	Homo sapiens	synaptotagmin like 2(SYTL2)
10392	NOD1	Homo sapiens	nucleotide binding oligomerization domain containing 1(NOD1)
10391	CORO2B	Homo sapiens	coronin 2B(CORO2B)
10394	PRG3	Homo sapiens	proteoglycan 3, pro eosinophil major basic protein 2(PRG3)
10393	ANAPC10	Homo sapiens	anaphase promoting complex subunit 10(ANAPC10)
54853	WDR55	Homo sapiens	WD repeat domain 55(WDR55)
54851	ANKRD49	Homo sapiens	ankyrin repeat domain 49(ANKRD49)
10396	ATP8A1	Homo sapiens	ATPase phospholipid transporting 8A1(ATP8A1)
1719	DHFR	Homo sapiens	dihydrofolate reductase(DHFR)
54856	GON4L	Homo sapiens	gon-4 like(GON4L)
10395	DLC1	Homo sapiens	DLC1 Rho GTPase activating protein(DLC1)
1718	DHCR24	Homo sapiens	24-dehydrocholesterol reductase(DHCR24)
10398	MYL9	Homo sapiens	myosin light chain 9(MYL9)
1717	DHCR7	Homo sapiens	7-dehydrocholesterol reductase(DHCR7)
10397	NDRG1	Homo sapiens	N-myc downstream regulated 1(NDRG1)
1716	dguok	Homo sapiens	deoxyguanosine kinase(DGUOK)
347733	TUBB2B	Homo sapiens	tubulin beta 2B class IIb(TUBB2B)
347732	CATSPER3	Homo sapiens	cation channel sperm associated 3(CATSPER3)
94056	SYAP1	Homo sapiens	synapse associated protein 1(SYAP1)
54863	TOR4A	Homo sapiens	torsin family 4 member A(TOR4A)
54862	cc2d1a	Homo sapiens	coiled-coil and C2 domain containing 1A(CC2D1A)
54861	SNRK	Homo sapiens	SNF related kinase(SNRK)
1729	DIAPH1	Homo sapiens	diaphanous related formin 1(DIAPH1)
54866	PPP1R14D	Homo sapiens	protein phosphatase 1 regulatory inhibitor subunit 14D(PPP1R14D)
1728	NQO1	Homo sapiens	NAD(P)H quinone dehydrogenase 1(NQO1)
1727	cyb5r3	Homo sapiens	cytochrome b5 reductase 3(CYB5R3)
54869	EPS8L1	Homo sapiens	EPS8 like 1(EPS8L1)
27249	MMADHC	Homo sapiens	methylmalonic aciduria and homocystinuria, cblD type(MMADHC)
1734	DIO2	Homo sapiens	deiodinase, iodothyronine type II(DIO2)
27242	TNFRSF21	Homo sapiens	TNF receptor superfamily member 21(TNFRSF21)
27240	SIT1	Homo sapiens	signaling threshold regulating transmembrane adaptor 1(SIT1)
1730	DIAPH2	Homo sapiens	diaphanous related formin 2(DIAPH2)
27244	SESN1	Homo sapiens	sestrin 1(SESN1)
1739	DLG1	Homo sapiens	discs large MAGUK scaffold protein 1(DLG1)
1737	DLAT	Homo sapiens	dihydrolipoamide S-acetyltransferase(DLAT)
27258	LSM3	Homo sapiens	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM3)
1745	DLX1	Homo sapiens	distal-less homeobox 1(DLX1)
27253	PCDH17	Homo sapiens	protocadherin 17(PCDH17)
27250	PDCD4	Homo sapiens	programmed cell death 4 (neoplastic transformation inhibitor)(PDCD4)
1742	dlg4	Homo sapiens	discs large MAGUK scaffold protein 4(DLG4)
